"id","timestampStart","timestampEnd","bikeNumber","stationStart","stationEnd","startLocationLat","startLocationLon","endLocationLat","endLocationLon","distanceInMeters","timeInMinutes"
"645","2022-10-14","2022-10-14","486","64","2","46.042867","14.495239","46.051093","14.507186","1300","12"
"646","2022-10-14","2022-10-14","486","2","18","46.051093","14.507186","46.044629","14.486699","1741","12"
"647","2022-10-14","2022-10-14","486","18","40","46.044629","14.486699","46.039641","14.472664","1220","8"
"648","2022-10-14","2022-10-14","486","40","64","46.039641","14.472664","46.042867","14.495239","1784","20"
"649","2022-10-14","2022-10-14","486","64","11","46.042867","14.495239","46.06005","14.51302","2354","17"
"650","2022-10-14","2022-10-14","486","11","19","46.06005","14.51302","46.05952","14.4982","1148","15"
"651","2022-10-14","2022-10-14","486","19","9","46.05952","14.4982","46.057421","14.510265","962","12"
"652","2022-10-14","2022-10-14","486","9","19","46.057421","14.510265","46.05952","14.4982","962","23"
"653","2022-10-14","2022-10-14","486","19","11","46.05952","14.4982","46.06005","14.51302","1148","21"
"654","2022-10-14","2022-10-14","486","11","4","46.06005","14.51302","46.052431","14.503257","1135","11"
"655","2022-10-14","2022-10-14","486","4","26","46.052431","14.503257","46.051439","14.49273","822","9"
"656","2022-10-14","2022-10-14","486","26","75","46.051439","14.49273","46.045617","14.462281","2444","36"
"657","2022-10-12","2022-10-12","511","45","57","46.062475","14.524321","46.051863","14.530349","1268","15"
"658","2022-10-13","2022-10-13","511","57","55","46.051863","14.530349","46.048982","14.522709","672","5"
"659","2022-10-13","2022-10-13","511","55","3","46.048982","14.522709","46.050388","14.504623","1408","9"
"660","2022-10-13","2022-10-13","511","3","26","46.050388","14.504623","46.051439","14.49273","928","35"
"661","2022-10-13","2022-10-13","511","26","14","46.051439","14.49273","46.046377","14.501256","867","35"
"662","2022-10-13","2022-10-13","511","14","4","46.046377","14.501256","46.052431","14.503257","691","63"
"663","2022-10-13","2022-10-13","511","4","8","46.052431","14.503257","46.05682","14.50551","518","9"
"664","2022-10-13","2022-10-13","511","8","14","46.05682","14.50551","46.046377","14.501256","1207","6"
"665","2022-10-13","2022-10-13","511","14","40","46.046377","14.501256","46.039641","14.472664","2336","15"
"666","2022-10-13","2022-10-13","511","40","13","46.039641","14.472664","46.047565","14.495687","1988","21"
"667","2022-10-13","2022-10-13","511","13","16","46.047565","14.495687","46.05257","14.51928","1909","26"
"668","2022-10-13","2022-10-13","511","16","18","46.05257","14.51928","46.044629","14.486699","2672","17"
"669","2022-10-13","2022-10-13","511","18","4","46.044629","14.486699","46.052431","14.503257","1547","23"
"670","2022-10-13","2022-10-13","511","4","27","46.052431","14.503257","46.065136","14.509112","1483","12"
"671","2022-10-13","2022-10-13","511","27","3","46.065136","14.509112","46.050388","14.504623","1676","23"
"672","2022-10-13","2022-10-13","511","3","8","46.050388","14.504623","46.05682","14.50551","718","12"
"673","2022-10-13","2022-10-13","511","8","48","46.05682","14.50551","46.056405","14.540901","2739","26"
"674","2022-10-14","2022-10-14","511","48","16","46.056405","14.540901","46.05257","14.51928","1727","12"
"675","2022-10-14","2022-10-14","511","16","12","46.05257","14.51928","46.06361","14.51315","1316","18"
"676","2022-10-14","2022-10-14","511","12","64","46.06361","14.51315","46.042867","14.495239","2690","17"
"677","2022-10-14","2022-10-14","511","64","6","46.042867","14.495239","46.045748","14.506196","907","8"
"678","2022-10-14","2022-10-14","511","6","59","46.045748","14.506196","46.063797","14.506854","2007","165"
"679","2022-10-14","2022-10-14","511","59","55","46.063797","14.506854","46.048982","14.522709","2054","24"
"680","2022-10-14","2022-10-14","511","55","63","46.048982","14.522709","46.065175","14.539537","2222","17"
"681","2022-10-13","2022-10-13","521","45","16","46.062475","14.524321","46.05257","14.51928","1168","12"
"682","2022-10-13","2022-10-13","521","16","12","46.05257","14.51928","46.06361","14.51315","1316","42"
"683","2022-10-13","2022-10-13","521","12","8","46.06361","14.51315","46.05682","14.50551","959","8"
"684","2022-10-13","2022-10-13","521","8","16","46.05682","14.50551","46.05257","14.51928","1166","12"
"685","2022-10-13","2022-10-13","521","16","4","46.05257","14.51928","46.052431","14.503257","1240","14"
"686","2022-10-13","2022-10-13","521","4","26","46.052431","14.503257","46.051439","14.49273","822","9"
"687","2022-10-13","2022-10-13","521","26","78","46.051439","14.49273","46.039384","14.485458","1453","14"
"688","2022-10-13","2022-10-13","521","78","4","46.039384","14.485458","46.052431","14.503257","2000","14"
"689","2022-10-13","2022-10-13","521","4","15","46.052431","14.503257","46.049877","14.516308","1049","9"
"690","2022-10-13","2022-10-13","521","15","22","46.049877","14.516308","46.040213","14.512044","1124","24"
"691","2022-10-13","2022-10-13","521","22","6","46.040213","14.512044","46.045748","14.506196","764","8"
"692","2022-10-13","2022-10-13","521","6","22","46.045748","14.506196","46.040213","14.512044","764","12"
"693","2022-10-13","2022-10-13","521","22","9","46.040213","14.512044","46.057421","14.510265","1918","18"
"694","2022-10-13","2022-10-13","521","9","18","46.057421","14.510265","46.044629","14.486699","2313","20"
"695","2022-10-14","2022-10-14","521","18","40","46.044629","14.486699","46.039641","14.472664","1220","20"
"696","2022-10-14","2022-10-14","521","40","27","46.039641","14.472664","46.065136","14.509112","3998","23"
"697","2022-10-14","2022-10-14","521","27","16","46.065136","14.509112","46.05257","14.51928","1603","15"
"698","2022-10-14","2022-10-14","521","16","65","46.05257","14.51928","46.046189","14.469037","3953","33"
"699","2022-10-14","2022-10-14","521","65","18","46.046189","14.469037","46.044629","14.486699","1378","12"
"700","2022-10-14","2022-10-14","521","18","29","46.044629","14.486699","46.074193","14.511134","3791","23"
"701","2022-10-14","2022-10-14","521","29","42","46.074193","14.511134","46.08929","14.513751","1690","11"
"702","2022-10-14","2022-10-14","521","42","34","46.08929","14.513751","46.068805","14.546257","3392","21"
"703","2022-10-14","2022-10-14","521","34","10","46.068805","14.546257","46.05763","14.514264","2770","101"
"704","2022-10-14","2022-10-14","521","10","59","46.05763","14.514264","46.063797","14.506854","894","14"
"705","2022-10-14","2022-10-14","521","59","29","46.063797","14.506854","46.074193","14.511134","1202","42"
"706","2022-10-14","2022-10-14","521","29","4","46.074193","14.511134","46.052431","14.503257","2495","14"
"707","2022-10-14","2022-10-14","521","4","42","46.052431","14.503257","46.08929","14.513751","4177","24"
"708","2022-10-14","2022-10-14","521","42","14","46.08929","14.513751","46.046377","14.501256","4867","60"
"709","2022-10-14","2022-10-14","521","14","8","46.046377","14.501256","46.05682","14.50551","1207","9"
"710","2022-10-14","2022-10-14","521","8","30","46.05682","14.50551","46.07589","14.52011","2402","18"
"711","2022-10-14","2022-10-14","521","30","12","46.07589","14.52011","46.06361","14.51315","1467","12"
"712","2022-10-15","2022-10-15","521","12","21","46.06361","14.51315","46.06928","14.48971","1920","30"
"713","2022-10-12","2022-10-12","576","45","57","46.062475","14.524321","46.051863","14.530349","1268","12"
"714","2022-10-13","2022-10-13","576","57","17","46.051863","14.530349","46.053144","14.513479","1313","8"
"715","2022-10-13","2022-10-13","576","17","40","46.053144","14.513479","46.039641","14.472664","3497","150"
"716","2022-10-13","2022-10-13","576","40","78","46.039641","14.472664","46.039384","14.485458","991","12"
"717","2022-10-13","2022-10-13","576","78","4","46.039384","14.485458","46.052431","14.503257","2000","59"
"718","2022-10-13","2022-10-13","576","4","30","46.052431","14.503257","46.07589","14.52011","2915","24"
"719","2022-10-13","2022-10-13","576","30","59","46.07589","14.52011","46.063797","14.506854","1691","17"
"720","2022-10-13","2022-10-13","576","59","1","46.063797","14.506854","46.051367","14.506542","1382","54"
"721","2022-10-13","2022-10-13","576","1","11","46.051367","14.506542","46.06005","14.51302","1088","12"
"722","2022-10-13","2022-10-13","576","11","8","46.06005","14.51302","46.05682","14.50551","683","27"
"723","2022-10-13","2022-10-13","576","8","14","46.05682","14.50551","46.046377","14.501256","1207","9"
"724","2022-10-13","2022-10-13","576","14","26","46.046377","14.501256","46.051439","14.49273","867","9"
"725","2022-10-13","2022-10-13","576","26","54","46.051439","14.49273","46.065206","14.529911","3259","23"
"726","2022-10-13","2022-10-13","576","54","80","46.065206","14.529911","46.045","14.51846","2414","21"
"727","2022-10-13","2022-10-13","576","80","15","46.045","14.51846","46.049877","14.516308","567","9"
"728","2022-10-13","2022-10-13","576","15","17","46.049877","14.516308","46.053144","14.513479","424","8"
"729","2022-10-13","2022-10-13","576","17","29","46.053144","14.513479","46.074193","14.511134","2347","51"
"730","2022-10-13","2022-10-13","576","29","9","46.074193","14.511134","46.057421","14.510265","1865","18"
"731","2022-10-13","2022-10-13","576","9","15","46.057421","14.510265","46.049877","14.516308","960","11"
"732","2022-10-13","2022-10-13","576","15","53","46.049877","14.516308","46.053241","14.486206","2359","17"
"733","2022-10-14","2022-10-14","576","53","12","46.053241","14.486206","46.06361","14.51315","2382","51"
"734","2022-10-14","2022-10-14","576","12","19","46.06361","14.51315","46.05952","14.4982","1243","11"
"735","2022-10-14","2022-10-14","576","19","16","46.05952","14.4982","46.05257","14.51928","1805","26"
"736","2022-10-14","2022-10-14","576","16","26","46.05257","14.51928","46.051439","14.49273","2059","83"
"737","2022-10-14","2022-10-14","576","26","7","46.051439","14.49273","46.054168","14.50706","1150","9"
"738","2022-10-14","2022-10-14","576","7","9","46.054168","14.50706","46.057421","14.510265","438","9"
"739","2022-10-14","2022-10-14","576","9","22","46.057421","14.510265","46.040213","14.512044","1918","104"
"740","2022-10-14","2022-10-14","576","22","1","46.040213","14.512044","46.051367","14.506542","1311","21"
"741","2022-10-14","2022-10-14","576","1","25","46.051367","14.506542","46.055801","14.534156","2193","14"
"742","2022-10-12","2022-10-12","641","45","4","46.062475","14.524321","46.052431","14.503257","1976","15"
"743","2022-10-12","2022-10-12","641","4","8","46.052431","14.503257","46.05682","14.50551","518","6"
"744","2022-10-12","2022-10-12","641","8","14","46.05682","14.50551","46.046377","14.501256","1207","9"
"745","2022-10-12","2022-10-12","641","14","26","46.046377","14.501256","46.051439","14.49273","867","15"
"746","2022-10-12","2022-10-12","641","26","21","46.051439","14.49273","46.06928","14.48971","1997","54"
"747","2022-10-12","2022-10-12","641","21","79","46.06928","14.48971","46.038866","14.517605","4011","29"
"748","2022-10-13","2022-10-13","641","79","80","46.038866","14.517605","46.045","14.51846","685","14"
"749","2022-10-13","2022-10-13","641","80","79","46.045","14.51846","46.038866","14.517605","685","9"
"750","2022-10-13","2022-10-13","641","79","3","46.038866","14.517605","46.050388","14.504623","1628","15"
"751","2022-10-13","2022-10-13","641","3","26","46.050388","14.504623","46.051439","14.49273","928","35"
"752","2022-10-13","2022-10-13","641","26","3","46.051439","14.49273","46.050388","14.504623","928","59"
"753","2022-10-13","2022-10-13","641","3","79","46.050388","14.504623","46.038866","14.517605","1628","30"
"754","2022-10-13","2022-10-13","641","79","18","46.038866","14.517605","46.044629","14.486699","2477","24"
"755","2022-10-13","2022-10-13","641","18","14","46.044629","14.486699","46.046377","14.501256","1143","20"
"756","2022-10-13","2022-10-13","641","14","21","46.046377","14.501256","46.06928","14.48971","2698","24"
"757","2022-10-13","2022-10-13","641","21","28","46.06928","14.48971","46.06942","14.51052","1610","11"
"758","2022-10-13","2022-10-13","641","28","8","46.06942","14.51052","46.05682","14.50551","1453","20"
"759","2022-10-13","2022-10-13","641","8","58","46.05682","14.50551","46.074315","14.475483","3030","24"
"760","2022-10-14","2022-10-14","641","58","30","46.074315","14.475483","46.07589","14.52011","3457","23"
"761","2022-10-14","2022-10-14","641","30","11","46.07589","14.52011","46.06005","14.51302","1844","14"
"762","2022-10-14","2022-10-14","641","11","1","46.06005","14.51302","46.051367","14.506542","1088","87"
"763","2022-10-14","2022-10-14","641","1","7","46.051367","14.506542","46.054168","14.50706","314","8"
"764","2022-10-14","2022-10-14","641","7","2","46.054168","14.50706","46.051093","14.507186","342","5"
"765","2022-10-14","2022-10-14","641","2","11","46.051093","14.507186","46.06005","14.51302","1093","18"
"766","2022-10-14","2022-10-14","641","11","6","46.06005","14.51302","46.045748","14.506196","1675","12"
"767","2022-10-14","2022-10-14","641","6","56","46.045748","14.506196","46.080522","14.491439","4030","126"
"768","2022-10-14","2022-10-14","641","56","1","46.080522","14.491439","46.051367","14.506542","3445","21"
"769","2022-10-14","2022-10-14","641","1","4","46.051367","14.506542","46.052431","14.503257","280","32"
"770","2022-10-14","2022-10-14","641","4","30","46.052431","14.503257","46.07589","14.52011","2915","33"
"771","2022-10-14","2022-10-14","641","30","11","46.07589","14.52011","46.06005","14.51302","1844","11"
"772","2022-10-15","2022-10-15","641","11","73","46.06005","14.51302","46.090608","14.471637","4667","32"
"773","2022-10-12","2022-10-12","684","45","17","46.062475","14.524321","46.053144","14.513479","1334","12"
"774","2022-10-12","2022-10-12","684","17","7","46.053144","14.513479","46.054168","14.50706","510","9"
"775","2022-10-12","2022-10-12","684","7","78","46.054168","14.50706","46.039384","14.485458","2344","17"
"776","2022-10-12","2022-10-12","684","78","4","46.039384","14.485458","46.052431","14.503257","2000","17"
"777","2022-10-12","2022-10-12","684","4","62","46.052431","14.503257","46.077302","14.482581","3194","54"
"778","2022-10-13","2022-10-13","684","62","81","46.077302","14.482581","46.076856","14.500222","1366","11"
"779","2022-10-13","2022-10-13","684","81","9","46.076856","14.500222","46.057421","14.510265","2296","30"
"780","2022-10-13","2022-10-13","684","9","7","46.057421","14.510265","46.054168","14.50706","438","8"
"781","2022-10-13","2022-10-13","684","7","34","46.054168","14.50706","46.068805","14.546257","3442","21"
"782","2022-10-14","2022-10-14","684","34","54","46.068805","14.546257","46.065206","14.529911","1326","20"
"783","2022-10-14","2022-10-14","684","54","17","46.065206","14.529911","46.053144","14.513479","1848","15"
"784","2022-10-14","2022-10-14","684","17","3","46.053144","14.513479","46.050388","14.504623","751","12"
"785","2022-10-14","2022-10-14","684","3","10","46.050388","14.504623","46.05763","14.514264","1098","41"
"786","2022-10-14","2022-10-14","684","10","59","46.05763","14.514264","46.063797","14.506854","894","11"
"787","2022-10-14","2022-10-14","684","59","27","46.063797","14.506854","46.065136","14.509112","230","15"
"788","2022-10-14","2022-10-14","684","27","40","46.065136","14.509112","46.039641","14.472664","3998","30"
"789","2022-10-14","2022-10-14","684","40","27","46.039641","14.472664","46.065136","14.509112","3998","29"
"790","2022-10-14","2022-10-14","684","27","29","46.065136","14.509112","46.074193","14.511134","1019","8"
"791","2022-10-14","2022-10-14","684","29","8","46.074193","14.511134","46.05682","14.50551","1979","15"
"792","2022-10-14","2022-10-14","684","8","46","46.05682","14.50551","46.059433","14.52051","1197","9"
"793","2022-10-12","2022-10-12","789","45","38","46.062475","14.524321","46.02749","14.49958","4335","30"
"794","2022-10-12","2022-10-12","789","38","14","46.02749","14.49958","46.046377","14.501256","2103","17"
"795","2022-10-12","2022-10-12","789","14","26","46.046377","14.501256","46.051439","14.49273","867","9"
"796","2022-10-12","2022-10-12","789","26","19","46.051439","14.49273","46.05952","14.4982","993","8"
"797","2022-10-12","2022-10-12","789","19","10","46.05952","14.4982","46.05763","14.514264","1261","44"
"798","2022-10-12","2022-10-12","789","10","13","46.05763","14.514264","46.047565","14.495687","1822","18"
"799","2022-10-12","2022-10-12","789","13","75","46.047565","14.495687","46.045617","14.462281","2595","18"
"800","2022-10-14","2022-10-14","789","75","33","46.045617","14.462281","46.087079","14.475439","4720","90"
"801","2022-10-12","2022-10-12","818","45","55","46.062475","14.524321","46.048982","14.522709","1505","18"
"802","2022-10-12","2022-10-12","818","55","6","46.048982","14.522709","46.045748","14.506196","1328","17"
"803","2022-10-12","2022-10-12","818","6","28","46.045748","14.506196","46.06942","14.51052","2652","21"
"804","2022-10-12","2022-10-12","818","28","26","46.06942","14.51052","46.051439","14.49273","2427","17"
"805","2022-10-12","2022-10-12","818","26","4","46.051439","14.49273","46.052431","14.503257","822","8"
"806","2022-10-12","2022-10-12","818","4","26","46.052431","14.503257","46.051439","14.49273","822","9"
"807","2022-10-12","2022-10-12","818","26","1","46.051439","14.49273","46.051367","14.506542","1069","8"
"808","2022-10-12","2022-10-12","818","1","20","46.051367","14.506542","46.06342","14.494588","1628","11"
"809","2022-10-13","2022-10-13","818","20","14","46.06342","14.494588","46.046377","14.501256","1963","18"
"810","2022-10-13","2022-10-13","818","14","74","46.046377","14.501256","46.051512","14.539272","2997","23"
"811","2022-10-13","2022-10-13","818","74","45","46.051512","14.539272","46.062475","14.524321","1680","14"
"812","2022-10-13","2022-10-13","818","45","30","46.062475","14.524321","46.07589","14.52011","1526","12"
"813","2022-10-13","2022-10-13","818","30","34","46.07589","14.52011","46.068805","14.546257","2171","77"
"814","2022-10-13","2022-10-13","818","34","59","46.068805","14.546257","46.063797","14.506854","3099","20"
"815","2022-10-13","2022-10-13","818","59","44","46.063797","14.506854","46.064546","14.518013","867","9"
"816","2022-10-13","2022-10-13","818","44","23","46.064546","14.518013","46.04081","14.49951","3002","26"
"817","2022-10-13","2022-10-13","818","23","14","46.04081","14.49951","46.046377","14.501256","633","9"
"818","2022-10-13","2022-10-13","818","14","29","46.046377","14.501256","46.074193","14.511134","3185","21"
"819","2022-10-13","2022-10-13","818","29","81","46.074193","14.511134","46.076856","14.500222","895","9"
"820","2022-10-13","2022-10-13","818","81","82","46.076856","14.500222","46.075207","14.504734","394","6"
"821","2022-10-14","2022-10-14","818","82","11","46.075207","14.504734","46.06005","14.51302","1803","29"
"822","2022-10-14","2022-10-14","818","11","3","46.06005","14.51302","46.050388","14.504623","1255","39"
"823","2022-10-14","2022-10-14","818","3","13","46.050388","14.504623","46.047565","14.495687","759","6"
"824","2022-10-14","2022-10-14","818","13","8","46.047565","14.495687","46.05682","14.50551","1279","15"
"825","2022-10-14","2022-10-14","818","8","15","46.05682","14.50551","46.049877","14.516308","1137","11"
"826","2022-10-14","2022-10-14","818","15","29","46.049877","14.516308","46.074193","14.511134","2732","21"
"827","2022-10-14","2022-10-14","818","29","62","46.074193","14.511134","46.077302","14.482581","2236","21"
"828","2022-10-14","2022-10-14","818","62","58","46.077302","14.482581","46.074315","14.475483","642","12"
"829","2022-10-12","2022-10-12","1041","45","19","46.062475","14.524321","46.05952","14.4982","2048","15"
"830","2022-10-12","2022-10-12","1041","19","67","46.05952","14.4982","46.07984","14.479952","2664","15"
"831","2022-10-13","2022-10-13","1041","67","4","46.07984","14.479952","46.052431","14.503257","3540","29"
"832","2022-10-13","2022-10-13","1041","4","13","46.052431","14.503257","46.047565","14.495687","797","9"
"833","2022-10-13","2022-10-13","1041","13","4","46.047565","14.495687","46.052431","14.503257","797","8"
"834","2022-10-13","2022-10-13","1041","4","21","46.052431","14.503257","46.06928","14.48971","2146","57"
"835","2022-10-13","2022-10-13","1041","21","53","46.06928","14.48971","46.053241","14.486206","1803","14"
"836","2022-10-13","2022-10-13","1041","53","76","46.053241","14.486206","46.04843","14.461086","2016","18"
"837","2022-10-13","2022-10-13","1041","76","65","46.04843","14.461086","46.046189","14.469037","664","9"
"838","2022-10-13","2022-10-13","1041","65","3","46.046189","14.469037","46.050388","14.504623","2793","15"
"839","2022-10-13","2022-10-13","1041","3","48","46.050388","14.504623","46.056405","14.540901","2886","17"
"840","2022-10-13","2022-10-13","1041","48","2","46.056405","14.540901","46.051093","14.507186","2675","15"
"841","2022-10-13","2022-10-13","1041","2","21","46.051093","14.507186","46.06928","14.48971","2432","54"
"842","2022-10-13","2022-10-13","1041","21","62","46.06928","14.48971","46.077302","14.482581","1048","17"
"843","2022-10-13","2022-10-13","1041","62","20","46.077302","14.482581","46.06342","14.494588","1801","8"
"844","2022-10-13","2022-10-13","1041","20","53","46.06342","14.494588","46.053241","14.486206","1304","24"
"845","2022-10-14","2022-10-14","1041","53","27","46.053241","14.486206","46.065136","14.509112","2211","15"
"846","2022-10-14","2022-10-14","1041","27","30","46.065136","14.509112","46.07589","14.52011","1467","12"
"847","2022-10-14","2022-10-14","1041","30","5","46.07589","14.52011","46.046498","14.505148","3466","18"
"848","2022-10-14","2022-10-14","1041","5","60","46.046498","14.505148","46.073264","14.485942","3326","95"
"849","2022-10-14","2022-10-14","1041","60","21","46.073264","14.485942","46.06928","14.48971","530","6"
"850","2022-10-14","2022-10-14","1041","21","41","46.06928","14.48971","46.041753","14.477016","3214","21"
"851","2022-10-14","2022-10-14","1041","41","8","46.041753","14.477016","46.05682","14.50551","2769","24"
"852","2022-10-14","2022-10-14","1041","8","10","46.05682","14.50551","46.05763","14.514264","683","11"
"853","2022-10-14","2022-10-14","1041","10","46","46.05763","14.514264","46.059433","14.52051","523","21"
"854","2022-10-15","2022-10-15","1041","46","19","46.059433","14.52051","46.05952","14.4982","1726","15"
"855","2022-10-12","2022-10-12","1061","45","24","46.062475","14.524321","46.05441","14.52978","991","14"
"856","2022-10-13","2022-10-13","1061","24","12","46.05441","14.52978","46.06361","14.51315","1644","113"
"857","2022-10-13","2022-10-13","1061","12","74","46.06361","14.51315","46.051512","14.539272","2428","21"
"858","2022-10-13","2022-10-13","1061","74","9","46.051512","14.539272","46.057421","14.510265","2339","21"
"859","2022-10-13","2022-10-13","1061","9","21","46.057421","14.510265","46.06928","14.48971","2066","23"
"860","2022-10-13","2022-10-13","1061","21","4","46.06928","14.48971","46.052431","14.503257","2146","11"
"861","2022-10-13","2022-10-13","1061","4","80","46.052431","14.503257","46.045","14.51846","1438","9"
"862","2022-10-13","2022-10-13","1061","80","54","46.045","14.51846","46.065206","14.529911","2414","15"
"863","2022-10-13","2022-10-13","1061","54","30","46.065206","14.529911","46.07589","14.52011","1409","39"
"864","2022-10-13","2022-10-13","1061","30","31","46.07589","14.52011","46.08259","14.52016","745","17"
"865","2022-10-14","2022-10-14","1061","31","45","46.08259","14.52016","46.062475","14.524321","2259","11"
"866","2022-10-14","2022-10-14","1061","45","35","46.062475","14.524321","46.065297","14.543996","1554","21"
"867","2022-10-14","2022-10-14","1061","35","46","46.065297","14.543996","46.059433","14.52051","1931","23"
"868","2022-10-14","2022-10-14","1061","46","28","46.059433","14.52051","46.06942","14.51052","1353","15"
"869","2022-10-14","2022-10-14","1061","28","68","46.06942","14.51052","46.102446","14.530213","3974","21"
"870","2022-10-14","2022-10-14","1061","68","21","46.102446","14.530213","46.06928","14.48971","4838","39"
"871","2022-10-14","2022-10-14","1061","21","31","46.06928","14.48971","46.08259","14.52016","2782","23"
"872","2022-10-12","2022-10-12","1068","45","11","46.062475","14.524321","46.06005","14.51302","915","9"
"873","2022-10-12","2022-10-12","1068","11","8","46.06005","14.51302","46.05682","14.50551","683","8"
"874","2022-10-12","2022-10-12","1068","8","5","46.05682","14.50551","46.046498","14.505148","1148","51"
"875","2022-10-12","2022-10-12","1068","5","17","46.046498","14.505148","46.053144","14.513479","981","9"
"876","2022-10-12","2022-10-12","1068","17","8","46.053144","14.513479","46.05682","14.50551","740","9"
"877","2022-10-12","2022-10-12","1068","8","55","46.05682","14.50551","46.048982","14.522709","1591","14"
"878","2022-10-12","2022-10-12","1068","55","9","46.048982","14.522709","46.057421","14.510265","1344","57"
"879","2022-10-12","2022-10-12","1068","9","42","46.057421","14.510265","46.08929","14.513751","3553","20"
"880","2022-10-13","2022-10-13","1068","42","29","46.08929","14.513751","46.074193","14.511134","1690","14"
"881","2022-10-13","2022-10-13","1068","29","46","46.074193","14.511134","46.059433","14.52051","1794","12"
"882","2022-10-13","2022-10-13","1068","46","16","46.059433","14.52051","46.05257","14.51928","769","9"
"883","2022-10-13","2022-10-13","1068","16","5","46.05257","14.51928","46.046498","14.505148","1285","26"
"884","2022-10-13","2022-10-13","1068","5","19","46.046498","14.505148","46.05952","14.4982","1544","23"
"885","2022-10-13","2022-10-13","1068","19","23","46.05952","14.4982","46.04081","14.49951","2082","18"
"886","2022-10-13","2022-10-13","1068","23","40","46.04081","14.49951","46.039641","14.472664","2082","14"
"887","2022-10-13","2022-10-13","1068","40","53","46.039641","14.472664","46.053241","14.486206","1839","14"
"888","2022-10-13","2022-10-13","1068","53","4","46.053241","14.486206","46.052431","14.503257","1323","8"
"889","2022-10-13","2022-10-13","1068","4","14","46.052431","14.503257","46.046377","14.501256","691","9"
"890","2022-10-13","2022-10-13","1068","14","46","46.046377","14.501256","46.059433","14.52051","2080","14"
"891","2022-10-13","2022-10-13","1068","46","8","46.059433","14.52051","46.05682","14.50551","1197","12"
"892","2022-10-13","2022-10-13","1068","8","17","46.05682","14.50551","46.053144","14.513479","740","9"
"893","2022-10-13","2022-10-13","1068","17","78","46.053144","14.513479","46.039384","14.485458","2654","18"
"894","2022-10-14","2022-10-14","1068","78","4","46.039384","14.485458","46.052431","14.503257","2000","134"
"895","2022-10-14","2022-10-14","1068","4","67","46.052431","14.503257","46.07984","14.479952","3540","33"
"896","2022-10-14","2022-10-14","1068","67","26","46.07984","14.479952","46.051439","14.49273","3308","18"
"897","2022-10-14","2022-10-14","1068","26","23","46.051439","14.49273","46.04081","14.49951","1293","15"
"898","2022-10-14","2022-10-14","1068","23","7","46.04081","14.49951","46.054168","14.50706","1596","12"
"899","2022-10-14","2022-10-14","1068","7","61","46.054168","14.50706","46.036284","14.522948","2337","21"
"900","2022-10-14","2022-10-14","1068","61","2","46.036284","14.522948","46.051093","14.507186","2049","20"
"901","2022-10-14","2022-10-14","1068","2","12","46.051093","14.507186","46.06361","14.51315","1466","53"
"902","2022-10-14","2022-10-14","1068","12","59","46.06361","14.51315","46.063797","14.506854","488","11"
"903","2022-10-14","2022-10-14","1068","59","22","46.063797","14.506854","46.040213","14.512044","2652","24"
"904","2022-10-12","2022-10-12","1259","45","10","46.062475","14.524321","46.05763","14.514264","946","9"
"905","2022-10-12","2022-10-12","1259","10","12","46.05763","14.514264","46.06361","14.51315","670","12"
"906","2022-10-12","2022-10-12","1259","12","34","46.06361","14.51315","46.068805","14.546257","2626","17"
"907","2022-10-13","2022-10-13","1259","34","12","46.068805","14.546257","46.06361","14.51315","2626","18"
"908","2022-10-13","2022-10-13","1259","12","44","46.06361","14.51315","46.064546","14.518013","390","6"
"909","2022-10-13","2022-10-13","1259","44","77","46.064546","14.518013","46.068727","14.516858","473","6"
"910","2022-10-13","2022-10-13","1259","77","64","46.068727","14.516858","46.042867","14.495239","3326","20"
"911","2022-10-13","2022-10-13","1259","64","22","46.042867","14.495239","46.040213","14.512044","1334","11"
"912","2022-10-13","2022-10-13","1259","22","8","46.040213","14.512044","46.05682","14.50551","1914","14"
"913","2022-10-13","2022-10-13","1259","8","29","46.05682","14.50551","46.074193","14.511134","1979","54"
"914","2022-10-13","2022-10-13","1259","29","20","46.074193","14.511134","46.06342","14.494588","1753","14"
"915","2022-10-13","2022-10-13","1259","20","60","46.06342","14.494588","46.073264","14.485942","1282","9"
"916","2022-10-13","2022-10-13","1259","60","19","46.073264","14.485942","46.05952","14.4982","1798","8"
"917","2022-10-13","2022-10-13","1259","19","21","46.05952","14.4982","46.06928","14.48971","1268","12"
"918","2022-10-13","2022-10-13","1259","21","7","46.06928","14.48971","46.054168","14.50706","2150","15"
"919","2022-10-13","2022-10-13","1259","7","25","46.054168","14.50706","46.055801","14.534156","2105","11"
"920","2022-10-13","2022-10-13","1259","25","49","46.055801","14.534156","46.054398","14.553319","1491","36"
"921","2022-10-14","2022-10-14","1259","49","77","46.054398","14.553319","46.068727","14.516858","3240","30"
"922","2022-10-14","2022-10-14","1259","77","31","46.068727","14.516858","46.08259","14.52016","1562","8"
"923","2022-10-14","2022-10-14","1259","31","8","46.08259","14.52016","46.05682","14.50551","3080","84"
"924","2022-10-14","2022-10-14","1259","8","54","46.05682","14.50551","46.065206","14.529911","2106","14"
"925","2022-10-14","2022-10-14","1259","54","21","46.065206","14.529911","46.06928","14.48971","3143","24"
"926","2022-10-14","2022-10-14","1259","21","19","46.06928","14.48971","46.05952","14.4982","1268","11"
"927","2022-10-14","2022-10-14","1259","19","9","46.05952","14.4982","46.057421","14.510265","962","6"
